"","Type","SMILES.1"
"3413","Cl.CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C1=CC=CC=C1","Cl.CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C1=CC=CC=C1"
"3414","N[C@@H]([C@@H](O)C1=CC(O)=C(O)C=C1)C(O)=O","N[C@@H]([C@@H](O)C1=CC(O)=C(O)C=C1)C(O)=O"
"3415","COC(=O)CS","COC(=O)CS"
"3416","CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O","CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O"
"3417","CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(C)=O","CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(C)=O"
"3418","COC1=CC2=NC(Cl)=NC(N)=C2C=C1OC","COC1=CC2=NC(Cl)=NC(N)=C2C=C1OC"
"3419","Cl.CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC","Cl.CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC"
"3420","CC1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1C(=O)NCCO","CC1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1C(=O)NCCO"
"3421","CC=CC(=O)C1=C(C)C=CCC1(C)C","CC=CC(=O)C1=C(C)C=CCC1(C)C"
"3422","CCOCCOC(=O)C(C)=C","CCOCCOC(=O)C(C)=C"
"3423","CC1=C(CNC2=NC=NC3=C2N=CN3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C=CC=C1","CC1=C(CNC2=NC=NC3=C2N=CN3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C=CC=C1"
"3424","C\C=C\C(=C)C1=C(C)CCCC1(C)C","C\C=C\C(=C)C1=C(C)CCCC1(C)C"
"3425","CC1CCC2=C1N=CC=N2","CC1CCC2=C1N=CC=N2"
"3426","COCCOCCOCCOCCOCCO","COCCOCCOCCOCCOCCO"
"3427","CCO[Si](CCCNC(N)=O)(OCC)OCC","CCO[Si](CCCNC(N)=O)(OCC)OCC"
"3428","OCC(O)COC(=O)C1=C(NC2=CC=NC3=C2C=CC=C3C(F)(F)F)C=CC=C1","OCC(O)COC(=O)C1=C(NC2=CC=NC3=C2C=CC=C3C(F)(F)F)C=CC=C1"
"3429","COCCOCCOCCOCCO","COCCOCCOCCOCCO"
"3430","OC1=CC=CC2=C1C=CN2","OC1=CC=CC2=C1C=CN2"
"3431","CC1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4","CC1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4"
"3432","Cl.NC1=C(CN[C@H]2CC[C@H](O)CC2)C=C(Br)C=C1Br","Cl.NC1=C(CN[C@H]2CC[C@H](O)CC2)C=C(Br)C=C1Br"
"3433","O=C1CCCCCN1SSN1CCCCCC1=O","O=C1CCCCCN1SSN1CCCCCC1=O"
"3434","ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl","ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl"
"3435","CCCCS(Cl)(=O)=O","CCCCS(Cl)(=O)=O"
"3436","O=C(OCC1CCC2OC2C1)C1CCC2OC2C1","O=C(OCC1CCC2OC2C1)C1CCC2OC2C1"
"3437","NC(CSCC(O)=O)C(O)=O","NC(CSCC(O)=O)C(O)=O"
"3438","[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2","[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2"
"3439","[Br-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC","[Br-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC"
"3440","[Br-].CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC","[Br-].CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC"
"3441","FC(F)(F)C1=CN=C(CNC(=O)C2=C(Cl)C=CC=C2Cl)C(Cl)=C1","FC(F)(F)C1=CN=C(CNC(=O)C2=C(Cl)C=CC=C2Cl)C(Cl)=C1"
"3442","[Na+].[Na+].C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP([O-])([O-])=O","[Na+].[Na+].C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP([O-])([O-])=O"
"3443","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C"
"3444","CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C","CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C"
"3445","CCCCC1=C(O)N=C(NCC)N=C1C","CCCCC1=C(O)N=C(NCC)N=C1C"
"3446","CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C","CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C"
"3447","Cl.CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC","Cl.CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC"
"3448","CC(C)(C)C1=CC=C(S)C=C1","CC(C)(C)C1=CC=C(S)C=C1"
"3449","COC1=CC(Br)=CC=C1","COC1=CC(Br)=CC=C1"
"3450","OC(=O)C1=C[N+]([O-])=CC=C1","OC(=O)C1=C[N+]([O-])=CC=C1"
"3451","CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1","CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1"
"3452","C=CC(=O)OCC1CCCO1","C=CC(=O)OCC1CCCO1"
"3453","CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1","CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1"
"3454","ClC1=CC=CC(Cl)=N1","ClC1=CC=CC(Cl)=N1"
"3455","ClC1=CC(Cl)=C(Cl)N=C1Cl","ClC1=CC(Cl)=C(Cl)N=C1Cl"
"3456","CC(C)(C1=CC(=C(O)C=C1)C1=CC=CC=C1)C1=CC(=C(O)C=C1)C1=CC=CC=C1","CC(C)(C1=CC(=C(O)C=C1)C1=CC=CC=C1)C1=CC(=C(O)C=C1)C1=CC=CC=C1"
"3457","CC1(C)CC(O)CC(C)(C)N1","CC1(C)CC(O)CC(C)(C)N1"
"3458","CN1C(C)(C)CC(O)CC1(C)C","CN1C(C)(C)CC(O)CC1(C)C"
"3459","CCCCCCCCC1CO1","CCCCCCCCC1CO1"
"3460","CC1=CC(=C(O)C=C1)C(C)(C)C","CC1=CC(=C(O)C=C1)C(C)(C)C"
"3461","CC[C@H](C)COC(=O)\C=C\C1=CC=C(C=C1)\N=C\C1=CC=C(OC)C=C1","CC[C@H](C)COC(=O)\C=C\C1=CC=C(C=C1)\N=C\C1=CC=C(OC)C=C1"
"3462","CC(C)C1=CC2=C(C=C1)C=C(C=C2)C(C)C","CC(C)C1=CC2=C(C=C1)C=C(C=C2)C(C)C"
"3463","ClC1=CC2=C(NC(=O)CN3CCOC23C2=C(Cl)C=CC=C2)C=C1","ClC1=CC2=C(NC(=O)CN3CCOC23C2=C(Cl)C=CC=C2)C=C1"
"3464","CCC(C)C1=NC=CN=C1OC","CCC(C)C1=NC=CN=C1OC"
"3465","O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1","O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1"
"3466","CC1=CC=C(C)C(O)=C1C","CC1=CC=C(C)C(O)=C1C"
"3467","COC(=O)C1=CC=C(CBr)C=C1","COC(=O)C1=CC=C(CBr)C=C1"
"3468","O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O","O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O"
"3469","O=C(C1=CC2=C(C=C1)C(=O)OC2=O)C1=CC2=C(C=C1)C(=O)OC2=O","O=C(C1=CC2=C(C=C1)C(=O)OC2=O)C1=CC2=C(C=C1)C(=O)OC2=O"
"3470","CN1CCN2C(C1)C1=CC=CC=C1CC1=C2C=CC=C1","CN1CCN2C(C1)C1=CC=CC=C1CC1=C2C=CC=C1"
"3471","[O-][N+]1=C2C=CC=CC2=[N+]([O-])C=C1","[O-][N+]1=C2C=CC=CC2=[N+]([O-])C=C1"
"3472","CCOC(=O)C1=C(N)SC2=C1CCN(CC1=CC=CC=C1)C2","CCOC(=O)C1=C(N)SC2=C1CCN(CC1=CC=CC=C1)C2"
"3473","[I-].C[N+](C)(C)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","[I-].C[N+](C)(C)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1"
"3474","CCCCCCCCCCCCCCCl","CCCCCCCCCCCCCCCl"
"3475","CCCCCCCCC(CO)CCCCCC","CCCCCCCCC(CO)CCCCCC"
"3476","C(CCOCC1CO1)COCC1CO1","C(CCOCC1CO1)COCC1CO1"
"3477","CCN(CC)CCOC(=O)C=C","CCN(CC)CCOC(=O)C=C"
"3478","Cl.COC1=CC2=C(NC=C2CCN(C(C)C)C(C)C)C=C1","Cl.COC1=CC2=C(NC=C2CCN(C(C)C)C(C)C)C=C1"
"3479","COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O","COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O"
"3480","COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(O)=O","COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(O)=O"
"3481","CC(=O)C1=NC=CS1","CC(=O)C1=NC=CS1"
"3482","CCCC(CCC)C(N)=O","CCCC(CCC)C(N)=O"
"3483","NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1","NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1"
"3484","[Cl-].C[N+]1(C)CCCCC1","[Cl-].C[N+]1(C)CCCCC1"
"3485","ClCN1N=NC2=C(C=CC=C2)C1=O","ClCN1N=NC2=C(C=CC=C2)C1=O"
"3486","CCOC(=O)CC1=CC(=CC=C1)C1=C(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)C=CC(CCCCCCC2=CC(=C(O[C@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3OC(C)=O)C=C2)C2=CC=CC(CC(=O)OCC)=C2)=C1","CCOC(=O)CC1=CC(=CC=C1)C1=C(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)C=CC(CCCCCCC2=CC(=C(O[C@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3OC(C)=O)C=C2)C2=CC=CC(CC(=O)OCC)=C2)=C1"
"3487","CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC","CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC"
"3488","OC1CCC(CC1)C1CCCCC1","OC1CCC(CC1)C1CCCCC1"
"3489","[Cl-].C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","[Cl-].C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N"
"3490","COP(N)(=S)OC1=C(C=CC=C1)C(=O)OC(C)C","COP(N)(=S)OC1=C(C=CC=C1)C(=O)OC(C)C"
"3491","CCCC(C)(COC(N)=O)COC(=O)NC1CC1","CCCC(C)(COC(N)=O)COC(=O)NC1CC1"
"3492","[Na+].CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC1=CC=NC=C1)C2=O)C([O-])=O","[Na+].CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC1=CC=NC=C1)C2=O)C([O-])=O"
"3493","CC(CCC=C(C)C)C=C","CC(CCC=C(C)C)C=C"
"3494","NC(=O)NC1=NC2=CC=CC=C2N1","NC(=O)NC1=NC2=CC=CC=C2N1"
"3495","CCCCCCCCCCCC#N","CCCCCCCCCCCC#N"
"3496","OC(=O)C(O)=O.OC(=O)C([O-])=O.OC(=O)C([O-])=O.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C","OC(=O)C(O)=O.OC(=O)C([O-])=O.OC(=O)C([O-])=O.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C"
"3497","CCCCCCCCCCCC=C","CCCCCCCCCCCC=C"
"3498","CCCCOC1=CC=C(CC(=O)NO)C=C1","CCCCOC1=CC=C(CC(=O)NO)C=C1"
"3499","CN(C)CCOC(=O)C=C","CN(C)CCOC(=O)C=C"
"3500","CCCCCCCCNC","CCCCCCCCNC"
"3501","CCC1=CC(C)=CC(CC)=C1C1=C(OC(=O)C(C)(C)C)N2CCOCCN2C1=O","CCC1=CC(C)=CC(CC)=C1C1=C(OC(=O)C(C)(C)C)N2CCOCCN2C1=O"
"3502","CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1","CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1"
"3503","F[B-](F)(F)F.CCCN1C=C[N+](C)=C1","F[B-](F)(F)F.CCCN1C=C[N+](C)=C1"
"3504","F[B-](F)(F)F.CCCCCCN1C=C[N+](C)=C1","F[B-](F)(F)F.CCCCCCN1C=C[N+](C)=C1"
"3505","F[B-](F)(F)F.CCCCCCCCN1C=C[N+](C)=C1","F[B-](F)(F)F.CCCCCCCCN1C=C[N+](C)=C1"
"3506","F[B-](F)(F)F.CCCCCCCCCCN1C=C[N+](C)=C1","F[B-](F)(F)F.CCCCCCCCCCN1C=C[N+](C)=C1"
"3507","F[B-](F)(F)F.CCCCCCCCCCCCN1C=C[N+](C)=C1","F[B-](F)(F)F.CCCCCCCCCCCCN1C=C[N+](C)=C1"
"3508","F[B-](F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](C)=C1","F[B-](F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](C)=C1"
"3509","OC1=CC2=C(C=C1)C1=C(C2)C=CC=C1","OC1=CC2=C(C=C1)C1=C(C2)C=CC=C1"
"3510","CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1","CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1"
"3511","CC1(C)C(=O)NC(=O)NC1=O","CC1(C)C(=O)NC(=O)NC1=O"
"3512","CCCCCCOC(=O)CC","CCCCCCOC(=O)CC"
"3513","CCC(C)COC(=O)CC(C)C","CCC(C)COC(=O)CC(C)C"
"3514","N1C2=CN=CC=C2C2=C1C=CC=C2","N1C2=CN=CC=C2C2=C1C=CC=C2"
"3515","CCCCC(CC)COC(Cl)=O","CCCCC(CC)COC(Cl)=O"
"3516","C[N+]1=CC2=C(C=CC3=C2OCO3)C2=C1C1=C(C=C2)C=C2OCOC2=C1","C[N+]1=CC2=C(C=CC3=C2OCO3)C2=C1C1=C(C=C2)C=C2OCOC2=C1"
"3517","COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC","COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC"
"3518","Cl.Cl.NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1","Cl.Cl.NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1"
"3519","O=C(OCC1=CC=CC=C1)N=NC(=O)OCC1=CC=CC=C1","O=C(OCC1=CC=CC=C1)N=NC(=O)OCC1=CC=CC=C1"
"3520","O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1","O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1"
"3521","CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1","CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1"
"3522","CC(C)C1=CC=CC(C(C)C)=C1N","CC(C)C1=CC=CC(C(C)C)=C1N"
"3523","CCC1=CC=CC(C)=C1N","CCC1=CC=CC(C)=C1N"
"3524","CC(=C)C(=O)OCC1CCCO1","CC(=C)C(=O)OCC1CCCO1"
"3525","CCCOC(=O)NCCCN(C)C","CCCOC(=O)NCCCN(C)C"
"3526","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1"
"3527","Cl.NNC1=CC=C(C=C1)C(O)=O","Cl.NNC1=CC=C(C=C1)C(O)=O"
"3528","Cl.CN(CC(=O)N1CCOCC1)CC1=C(Cl)C=CC=C1NC(=O)C1=CC=CC=C1","Cl.CN(CC(=O)N1CCOCC1)CC1=C(Cl)C=CC=C1NC(=O)C1=CC=CC=C1"
"3529","CCCCCCCCCCCCCN1CC(C)OC(C)C1","CCCCCCCCCCCCCN1CC(C)OC(C)C1"
"3530","CC(C)(C)C1=CC(=O)C(=CC1=O)C(C)(C)C","CC(C)(C)C1=CC(=O)C(=CC1=O)C(C)(C)C"
"3531","CCCCC(CC)COCC1CO1","CCCCC(CC)COCC1CO1"
"3532","CCCCCCCCCCCCOCC1CO1","CCCCCCCCCCCCOCC1CO1"
"3533","OC(=O)CCOC(=O)C=C","OC(=O)CCOC(=O)C=C"
"3534","[K+].C\C=C\C=C\C([O-])=O","[K+].C\C=C\C=C\C([O-])=O"
"3535","COP(=S)(OC)OC1=CC=C(C=C1Cl)[N+]([O-])=O","COP(=S)(OC)OC1=CC=C(C=C1Cl)[N+]([O-])=O"
"3536","COC(OC)(C(=O)C1=CC=CC=C1)C1=CC=CC=C1","COC(OC)(C(=O)C1=CC=CC=C1)C1=CC=CC=C1"
"3537","Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C","Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C"
"3538","O=C1NC2=NNC=C2C(=O)N1","O=C1NC2=NNC=C2C(=O)N1"
"3539","OC1=CC=C(CC2=C(O)C=CC=C2)C=C1","OC1=CC=C(CC2=C(O)C=CC=C2)C=C1"
"3540","FC1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)C(=O)C1=CC=C(F)C=C1","FC1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)C(=O)C1=CC=C(F)C=C1"
"3541","COC1=NC=CN=C1CC(C)C","COC1=NC=CN=C1CC(C)C"
"3542","C[Si](C)(CCCN)O[Si](C)(C)CCCN","C[Si](C)(CCCN)O[Si](C)(C)CCCN"
"3543","CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O","CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O"
"3544","CCCCCCCCCCl","CCCCCCCCCCl"
"3545","CCOC(=O)\C=C(\C)O[Al](OC(C)CC)OC(C)CC","CCOC(=O)\C=C(\C)O[Al](OC(C)CC)OC(C)CC"
"3546","NC1=CC=C(OC2=CC(OC3=CC=C(N)C=C3)=CC=C2)C=C1","NC1=CC=C(OC2=CC(OC3=CC=C(N)C=C3)=CC=C2)C=C1"
"3547","CCO[Si](CCCN=O)(OCC)OCC","CCO[Si](CCCN=O)(OCC)OCC"
"3548","CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C=CC1=CC(OC)=C(OC)C(OC)=C1","CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C=CC1=CC(OC)=C(OC)C(OC)=C1"
"3549","CCC(C)C(=O)OCCC1=CC=CC=C1","CCC(C)C(=O)OCCC1=CC=CC=C1"
"3550","CCN(CC)C1=CC=C(C=C1)\N=N\C1=CC=CC=C1","CCN(CC)C1=CC=C(C=C1)\N=N\C1=CC=CC=C1"
"3551","CCCCCC1C(CC(=O)OC)CCC1=O","CCCCCC1C(CC(=O)OC)CCC1=O"
"3552","CN1CCN(CC1)C1=CC2=C(OC3=CC=CC=C3N2C)N=N1","CN1CCN(CC1)C1=CC2=C(OC3=CC=CC=C3N2C)N=N1"
"3553","CNC(=S)N(C)C","CNC(=S)N(C)C"
"3554","CC(=O)NC(CCC(N)=O)C(O)=O","CC(=O)NC(CCC(N)=O)C(O)=O"
"3555","OC1=CC=C(C=C1)C(=O)CBr","OC1=CC=C(C=C1)C(=O)CBr"
"3556","CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O[C@@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O","CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O[C@@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O"
"3557","[Na+].[S-]C1=NC2=CC=CC=C2S1","[Na+].[S-]C1=NC2=CC=CC=C2S1"
"3558","CS(O)(=O)=O.CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1","CS(O)(=O)=O.CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1"
"3559","CCOP(=S)(OCC)SCCl","CCOP(=S)(OCC)SCCl"
"3560","CCCCCCCCOC1=CC=C(C=C1)C(O)=O","CCCCCCCCOC1=CC=C(C=C1)C(O)=O"
"3561","CCCCCCCCCCCCCOC(=O)C(C)=C","CCCCCCCCCCCCCOC(=O)C(C)=C"
"3562","CC(=C)C(=O)OCC1=CC=CC=C1","CC(=C)C(=O)OCC1=CC=CC=C1"
"3563","[Na+].[O-]S(=O)(=O)CC=C","[Na+].[O-]S(=O)(=O)CC=C"
"3564","CCC(=O)C=CC","CCC(=O)C=CC"
"3565","Cl.COC1=CC(CC(C)N)=C(OC)C=C1","Cl.COC1=CC(CC(C)N)=C(OC)C=C1"
"3566","CCCCCCCCOC(=O)C=C","CCCCCCCCOC(=O)C=C"
"3567","CCCCCCOC(=O)C=C","CCCCCCOC(=O)C=C"
"3568","CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1","CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1"
"3569","CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2","CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2"
"3570","CCOC(=O)CN1C(=O)SC2=CC=CC(Cl)=C12","CCOC(=O)CN1C(=O)SC2=CC=CC(Cl)=C12"
"3571","CC(=O)O[C@@H]1CC2C3CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4C3CCC2(C)[C@H]1OC(C)=O","CC(=O)O[C@@H]1CC2C3CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4C3CCC2(C)[C@H]1OC(C)=O"
"3572","Cl.C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1","Cl.C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1"
"3573","Cl.CCOC(=O)[C@@](C)(N)CC1=CC=C(O)C(O)=C1","Cl.CCOC(=O)[C@@](C)(N)CC1=CC=C(O)C(O)=C1"
"3574","CC(C)C(C)(C)C(C)(C)C(C)(C)S","CC(C)C(C)(C)C(C)(C)C(C)(C)S"
"3575","N#CC1=CC2=C(C=CC=C2)C2=C1C=CC=C2","N#CC1=CC2=C(C=CC=C2)C2=C1C=CC=C2"
"3576","C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl","C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl"
"3577","CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl","CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl"
"3578","CCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]12C)C(=O)CCl","CCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]12C)C(=O)CCl"
